,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y
72,9.633,10.864,9.674,2.818,7.284,8.057,3.906,3.937,2.553,-3.825,-4.191,1.2209999999999999,1.851,2.35,1.17,-13.855,-2.248,-0.376,-4.618,0.11199999999999999,-2.441,-0.051,-5.269,1.3019999999999998,-7.121,6.377999999999999,0.46799999999999997,-2.38,-8.158,-2.7969999999999997,4.842,24.913,0.8540000000000001,2.747,-2.787,-0.254,12.755999999999998,0.509,8.138,0.244,1.821,0.183,-3.7030000000000003,-1.567,3.805,6.561,-3.082,7.355,-3.4789999999999996,1.943,-0.498,4.323,-1.2409999999999999,0.946,5.615,3.611,2.452,-2.7060000000000004,-5.218999999999999,1.068,-5.28,-2.34,9.104,8.891
73,8.169,8.911,11.139000000000001,1.3530000000000002,5.819,6.5920000000000005,3.418,2.472,1.577,-4.801,-4.678999999999999,1.2209999999999999,1.3630000000000002,1.8619999999999999,-0.7829999999999999,-16.296,-2.248,0.11199999999999999,-5.107,0.11199999999999999,-2.441,-0.051,-5.269,0.8140000000000001,-7.121,4.913,-0.02,-2.8689999999999998,-8.647,-3.7739999999999996,4.354,21.983,-0.61,2.258,-4.74,-2.207,12.267999999999999,0.02,6.672999999999999,0.244,1.3330000000000002,-0.305,-3.7030000000000003,-3.031,2.8280000000000003,5.096,-4.059,6.377999999999999,-3.967,1.943,-0.498,3.835,-0.753,0.946,5.615,2.635,1.963,-2.7060000000000004,-5.218999999999999,1.068,-4.791,-2.34,7.64,7.426
74,7.192,9.399,11.627,3.306,4.842,6.5920000000000005,3.418,3.448,1.088,-2.36,-6.632000000000001,2.6860000000000004,0.875,2.35,-3.225,-17.273,-3.713,1.577,-7.06,0.6,-2.93,-0.051,-6.734,0.326,-8.097000000000001,2.96,-1.973,-3.845,-9.623,-5.727,2.401,20.518,0.366,2.747,-6.205,-0.743,10.315,2.95,6.672999999999999,1.709,0.8440000000000001,1.16,-4.678999999999999,-2.055,2.8280000000000003,4.12,-5.524,6.377999999999999,-5.92,2.431,-2.94,3.347,-1.2409999999999999,1.923,3.662,1.6580000000000001,1.963,-3.682,-7.172000000000001,0.58,-5.768,-2.34,6.175,5.961
75,6.704,11.353,10.162,7.7010000000000005,4.842,7.568,4.395,5.402,1.088,1.058,-8.097000000000001,4.15,0.875,3.815,-6.643,-18.25,-5.178,3.53,-9.013,1.577,-4.395,-0.051,-8.687000000000001,-0.163,-9.562000000000001,1.984,-4.9030000000000005,-5.31,-11.088,-7.192,-0.529,20.518,1.3430000000000002,3.7230000000000003,-7.182,2.675,7.874,6.367999999999999,8.138,4.15,-0.132,3.113,-6.632000000000001,-0.59,2.8280000000000003,3.6319999999999997,-8.453,6.8660000000000005,-7.385,2.431,-5.381,2.37,-1.729,2.8989999999999996,0.244,0.682,2.452,-5.636,-9.613,-0.397,-7.233,-3.3160000000000003,4.71,4.496
76,6.704,13.306,8.209,11.119000000000002,4.842,9.033,4.395,7.843,1.088,3.4989999999999997,-9.074,5.127000000000001,1.3630000000000002,5.28,-8.596,-18.738,-6.154,4.506,-10.966,2.065,-5.371,-0.539,-10.64,-0.6509999999999999,-10.539000000000001,1.0070000000000001,-7.832999999999999,-6.775,-13.040999999999999,-8.657,-2.97,20.518,2.8080000000000003,4.7,-6.694,5.605,5.92,8.809,9.603,6.104,-0.132,4.578,-7.609,0.875,3.3160000000000003,3.6319999999999997,-10.405999999999999,7.355,-8.362,1.943,-7.334,1.882,-2.218,3.387,-3.662,-0.295,3.428,-7.1,-12.543,-0.885,-9.186,-3.3160000000000003,3.245,3.031
77,6.704,13.794,7.233,11.607000000000001,5.819,9.521,4.395,7.843,1.577,3.988,-8.586,5.127000000000001,1.3630000000000002,5.768,-8.596,-19.714000000000002,-6.154,4.506,-10.966,1.577,-5.859,-1.0270000000000001,-11.129000000000001,-1.139,-11.027000000000001,0.519,-9.298,-7.751,-14.017999999999999,-9.633,-4.9239999999999995,21.006,3.2960000000000003,5.188,-6.205,6.582000000000001,5.92,8.321,9.603,6.104,0.8440000000000001,4.0889999999999995,-8.097000000000001,0.875,3.805,3.6319999999999997,-11.383,7.355,-8.362,0.966,-8.311,1.3940000000000001,-2.218,3.387,-6.104,-1.272,3.428,-8.077,-14.008,-1.3730000000000002,-9.674,-3.805,1.78,1.567
78,7.192,12.817,8.698,8.677,6.307,9.521,4.883,7.355,2.553,2.035,-7.609,4.638999999999999,1.851,5.768,-6.643,-20.203,-5.178,3.042,-9.988999999999999,0.6,-5.371,-1.0270000000000001,-11.129000000000001,-1.6280000000000001,-11.515,0.031,-9.298,-8.24,-14.505999999999998,-10.122,-5.412000000000001,21.006,3.2960000000000003,4.211,-6.205,5.117,7.874,6.856,9.115,5.615,0.8440000000000001,2.625,-7.609,0.387,4.293,3.1430000000000002,-11.383,7.843,-7.385,-0.498,-7.334,0.905,-1.729,2.8989999999999996,-6.5920000000000005,-2.248,3.428,-8.565,-14.495999999999999,-1.8619999999999999,-9.674,-3.805,1.2919999999999998,1.078
79,8.169,11.353,12.604000000000001,5.2589999999999995,7.284,8.545,6.348,6.377999999999999,3.53,0.081,-6.632000000000001,4.15,2.34,5.28,-4.2010000000000005,-19.714000000000002,-4.2010000000000005,2.065,-8.525,-0.865,-4.883,-1.516,-9.664,-1.6280000000000001,-11.027000000000001,-0.45799999999999996,-7.832999999999999,-8.24,-14.505999999999998,-10.61,-4.435,21.495,3.784,3.235,-5.7170000000000005,2.187,10.315,5.88,8.626,4.15,1.821,1.6480000000000001,-6.632000000000001,-0.102,5.269,2.655,-9.918,7.843,-6.409,-0.987,-5.87,0.905,-1.729,2.411,-5.615,-2.736,3.9160000000000004,-8.077,-14.495999999999999,-2.35,-8.698,-3.805,2.7569999999999997,2.055
80,9.145,11.353,16.51,3.306,8.748,8.545,7.812,5.89,4.506,-1.383,-6.144,4.638999999999999,3.3160000000000003,4.303,-2.736,-17.761,-3.713,1.088,-7.06,-2.33,-3.906,-1.516,-8.687000000000001,-1.6280000000000001,-10.539000000000001,-0.946,-6.367999999999999,-7.263,-13.529000000000002,-10.122,-2.97,22.471,4.272,3.7230000000000003,-4.74,0.722,12.267999999999999,5.88,9.115,3.174,2.309,0.6709999999999999,-5.656000000000001,-0.102,6.246,2.655,-8.453,8.82,-5.92,-0.987,-4.405,0.905,-1.2409999999999999,1.923,-3.662,-2.248,4.405,-7.5889999999999995,-13.519,-2.35,-8.209,-3.805,5.1979999999999995,4.985
81,10.61,13.306,17.975,4.283,10.213,10.01,8.789,6.8660000000000005,5.971,-0.895,-6.144,5.127000000000001,3.805,3.815,-2.736,-15.32,-3.225,0.6,-6.571000000000001,-2.33,-3.906,-1.516,-8.199,-1.6280000000000001,-10.05,0.031,-4.9030000000000005,-6.287000000000001,-12.552999999999999,-8.657,-1.506,23.448,4.761,5.676,-2.787,1.2109999999999999,13.245,6.856,10.579,3.662,2.7969999999999997,0.183,-4.678999999999999,0.875,7.222,3.6319999999999997,-6.5,10.284,-5.92,-0.498,-3.428,1.3940000000000001,-1.729,1.923,-1.709,-1.76,4.893,-6.124,-12.543,-1.3730000000000002,-7.721,-3.805,7.64,7.914
82,12.075,16.235,16.51,8.189,11.19,11.963,9.277000000000001,7.843,6.9479999999999995,0.081,-6.144,5.127000000000001,4.293,3.326,-3.713,-13.367,-3.713,0.6,-6.571000000000001,-1.3530000000000002,-3.906,-1.0270000000000001,-8.199,-0.6509999999999999,-9.562000000000001,1.495,-3.927,-5.31,-11.575999999999999,-7.192,-0.040999999999999995,24.424,5.249,8.606,-1.3219999999999998,3.6519999999999997,13.732999999999999,7.832999999999999,13.020999999999999,3.662,3.286,1.16,-4.678999999999999,2.34,8.199,5.096,-6.0120000000000005,11.749,-5.432,0.478,-2.94,1.3940000000000001,-1.729,1.923,-0.244,-0.7829999999999999,5.381,-5.147,-12.054,-0.397,-7.233,-3.3160000000000003,9.104,9.379
83,14.027999999999999,18.677,13.092,11.607000000000001,11.677999999999999,13.915999999999999,9.277000000000001,9.308,7.436,1.058,-6.632000000000001,5.127000000000001,4.293,4.303,-4.2010000000000005,-13.367,-3.713,0.6,-6.082999999999999,-0.376,-3.418,-0.539,-7.711,-0.163,-9.074,2.96,-3.438,-4.333,-10.6,-5.727,1.4240000000000002,24.424,5.249,10.071,-0.34600000000000003,6.093,12.755999999999998,8.321,15.462,3.662,3.286,2.136,-4.678999999999999,3.3160000000000003,8.687000000000001,6.561,-5.524,12.725999999999999,-4.944,0.478,-2.452,1.3940000000000001,-1.729,1.4340000000000002,0.732,0.193,4.893,-4.171,-11.078,0.092,-6.744,-2.8280000000000003,9.104,8.891
84,14.515999999999998,19.165,9.674,12.095,11.19,14.404000000000002,8.789,9.308,6.46,1.058,-7.121,4.638999999999999,3.3160000000000003,5.768,-4.2010000000000005,-14.832,-3.713,0.6,-6.082999999999999,0.11199999999999999,-3.418,-0.051,-7.222,-0.163,-8.586,2.96,-2.95,-3.845,-10.6,-6.215,1.4240000000000002,23.448,5.249,10.071,-1.811,7.07,11.78,7.832999999999999,15.950999999999999,3.662,2.7969999999999997,2.136,-4.678999999999999,2.8280000000000003,7.711,7.05,-5.524,12.725999999999999,-4.944,-0.01,-1.963,0.905,-1.2409999999999999,1.4340000000000002,0.732,-0.295,4.405,-4.171,-10.101,0.092,-6.256,-2.34,7.151,7.426
85,14.515999999999998,16.724,7.233,10.142000000000001,10.213,13.427999999999999,7.812,7.843,4.995,0.57,-7.609,3.662,2.8280000000000003,6.744,-3.225,-17.273,-3.713,0.11199999999999999,-5.595,-0.865,-2.93,-0.051,-6.734,-0.6509999999999999,-8.586,1.984,-2.4619999999999997,-4.333,-11.088,-7.192,1.4240000000000002,22.471,5.737,7.141,-4.252,5.605,10.802999999999999,7.832999999999999,14.974,2.6860000000000004,1.821,1.6480000000000001,-5.167999999999999,1.3630000000000002,6.734,6.0729999999999995,-6.0120000000000005,11.261,-4.456,-0.987,-1.963,-0.5589999999999999,-1.2409999999999999,1.4340000000000002,0.732,-1.272,3.428,-4.659,-10.101,-0.397,-6.256,-2.34,5.686,5.473
86,13.54,14.282,7.233,6.236000000000001,8.748,11.963,6.836,5.89,3.53,-0.895,-8.097000000000001,3.662,2.34,6.744,-1.76,-19.714000000000002,-3.225,-0.376,-5.107,-2.818,-2.441,-1.0270000000000001,-6.246,-2.116,-9.562000000000001,-0.45799999999999996,-2.95,-5.797999999999999,-12.065,-9.633,0.44799999999999995,21.495,5.737,4.211,-6.694,2.675,10.315,7.345,13.509,2.197,1.821,0.6709999999999999,-4.678999999999999,-0.59,5.269,4.12,-5.524,9.796,-3.967,-2.452,-1.475,-2.513,-0.753,1.4340000000000002,0.732,-3.225,3.428,-5.636,-10.59,-0.885,-6.256,-2.8280000000000003,4.71,4.496
87,11.587,12.817,8.209,3.306,7.772,10.01,6.348,4.913,3.042,-1.383,-8.097000000000001,3.662,2.34,5.768,-1.76,-20.691,-3.225,-0.376,-5.595,-4.771,-2.93,-1.516,-6.246,-3.5810000000000004,-10.05,-1.923,-3.438,-6.775,-12.552999999999999,-10.61,-0.529,21.495,5.249,2.258,-7.67,0.23399999999999999,10.315,7.832999999999999,11.556,2.197,1.821,0.183,-4.678999999999999,-1.567,4.781000000000001,2.655,-5.524,8.82,-3.967,-2.94,-1.963,-3.489,-0.753,1.4340000000000002,0.244,-4.2010000000000005,3.428,-6.124,-11.078,-1.8619999999999999,-6.256,-3.3160000000000003,4.71,4.496
88,11.097999999999999,13.794,11.139000000000001,3.7939999999999996,8.26,9.521,6.348,4.913,3.53,-1.383,-7.121,4.15,2.8280000000000003,5.28,-1.272,-20.203,-3.225,0.11199999999999999,-5.595,-4.283,-2.93,-2.004,-6.734,-4.069,-10.539000000000001,-1.4340000000000002,-3.927,-6.775,-13.040999999999999,-10.122,-1.0170000000000001,22.471,5.249,2.747,-6.694,0.23399999999999999,10.802999999999999,8.321,11.556,2.6860000000000004,2.309,0.183,-4.191,-1.078,5.269,3.1430000000000002,-6.0120000000000005,8.82,-3.967,-1.963,-2.452,-3.0010000000000003,-0.753,1.4340000000000002,-0.244,-3.713,3.9160000000000004,-6.124,-11.565999999999999,-1.8619999999999999,-7.233,-3.3160000000000003,4.71,4.985
89,12.075,17.212,14.557,7.7010000000000005,9.237,10.985999999999999,6.836,6.377999999999999,4.506,0.57,-7.121,5.127000000000001,2.8280000000000003,5.768,-1.76,-17.761,-3.713,1.088,-6.082999999999999,-2.33,-3.418,-1.516,-7.222,-3.092,-11.027000000000001,0.519,-3.927,-5.797999999999999,-12.065,-8.169,-0.529,23.936,6.226,5.676,-4.74,2.675,11.292,10.274000000000001,13.020999999999999,4.15,2.309,1.16,-4.191,-0.102,6.246,5.096,-5.524,10.284,-4.944,-0.498,-2.452,-0.5589999999999999,-1.2409999999999999,2.411,-0.244,-2.248,4.405,-5.636,-10.59,-1.3730000000000002,-7.233,-3.805,5.686,5.961
90,14.515999999999998,20.63,17.487000000000002,13.072000000000001,12.165999999999999,12.939,7.812,8.331,5.483,2.523,-7.121,5.615,3.3160000000000003,8.209,-1.272,-15.32,-4.69,2.553,-6.082999999999999,0.6,-3.906,-0.539,-7.222,-1.139,-10.539000000000001,3.937,-3.438,-3.845,-10.6,-5.727,0.44799999999999995,25.889,8.179,9.583,-2.787,5.605,12.267999999999999,12.227,15.462,5.127000000000001,2.309,3.6010000000000004,-4.678999999999999,1.851,7.222,8.026,-5.035,12.238,-5.432,1.455,-2.452,1.882,-1.729,2.8989999999999996,0.244,-0.295,4.893,-4.171,-8.636000000000001,-0.397,-7.233,-3.3160000000000003,7.151,7.426
91,17.445999999999998,22.583000000000002,18.951,16.977999999999998,13.630999999999998,15.380999999999998,8.789,10.284,6.46,3.988,-8.097000000000001,5.615,2.8280000000000003,10.162,-0.7829999999999999,-12.39,-5.666,3.53,-6.082999999999999,2.553,-3.906,0.43700000000000006,-6.734,0.326,-10.05,5.89,-1.973,-2.38,-9.135,-3.7739999999999996,1.912,29.307,11.597000000000001,12.512,-1.811,8.535,12.755999999999998,14.669,18.392,6.104,1.821,5.066,-5.167999999999999,2.8280000000000003,8.199,9.979,-4.059,13.702,-5.92,2.431,-1.475,2.37,-2.218,2.8989999999999996,1.709,1.6580000000000001,4.893,-2.7060000000000004,-7.172000000000001,1.068,-6.744,-3.3160000000000003,9.104,8.891
92,19.399,23.070999999999998,18.951,18.442999999999998,14.607999999999999,16.357,9.277000000000001,10.773,6.46,4.476,-8.586,5.615,2.34,11.139000000000001,-0.7829999999999999,-10.925,-5.666,3.53,-5.595,2.553,-3.418,1.4140000000000001,-5.757999999999999,1.79,-9.074,6.8660000000000005,-0.02,-1.4040000000000001,-8.158,-2.7969999999999997,3.377,32.236999999999995,15.015,13.489,-2.299,9.023,13.245,15.157,20.345,6.104,1.3330000000000002,5.553999999999999,-5.167999999999999,3.3160000000000003,8.199,9.979,-3.082,14.679,-5.432,2.431,-0.498,2.37,-2.7060000000000004,3.387,3.174,2.635,4.405,-1.2409999999999999,-6.195,2.045,-5.768,-2.34,10.569,10.356
93,19.399,22.095,17.487000000000002,16.977999999999998,14.607999999999999,16.357,8.789,10.773,5.483,3.4989999999999997,-8.097000000000001,4.638999999999999,1.851,9.674,-1.272,-9.949,-5.666,2.553,-5.107,0.6,-2.93,1.902,-4.781000000000001,1.79,-8.097000000000001,5.89,1.444,-0.42700000000000005,-7.182,-2.7969999999999997,4.842,34.678000000000004,15.503,12.512,-2.787,8.046,14.220999999999998,14.669,20.833000000000002,5.127000000000001,0.35600000000000004,4.578,-5.167999999999999,2.8280000000000003,7.711,8.514,-2.106,14.190999999999999,-4.944,1.943,0.478,1.3940000000000001,-2.7060000000000004,2.8989999999999996,4.638999999999999,2.635,3.9160000000000004,-0.753,-5.707000000000001,2.533,-4.791,-2.34,11.546,11.332
94,17.445999999999998,21.118000000000002,15.533,14.048,12.655,14.892999999999999,7.812,8.82,4.506,1.546,-7.609,3.662,0.875,7.721,-2.248,-10.437000000000001,-5.178,1.577,-5.107,-0.865,-1.953,1.902,-3.805,1.79,-7.121,4.913,1.933,0.061,-6.694,-2.7969999999999997,5.33,34.678000000000004,13.062000000000001,10.071,-3.764,6.093,14.709000000000001,12.716,18.88,3.662,-0.132,3.113,-4.678999999999999,1.3630000000000002,6.246,7.05,-1.129,12.725999999999999,-3.967,0.966,0.966,1.882,-2.218,2.411,5.127000000000001,2.146,3.428,0.22399999999999998,-5.218999999999999,3.0210000000000004,-3.815,-1.3630000000000002,11.546,11.332
95,15.493,19.653,13.58,10.63,10.700999999999999,12.939,6.348,6.8660000000000005,3.042,-0.40700000000000003,-6.632000000000001,2.6860000000000004,0.387,5.768,-3.225,-11.902000000000001,-5.178,0.6,-5.595,-1.841,-1.465,1.902,-3.3160000000000003,1.79,-6.144,3.937,1.444,0.5489999999999999,-6.694,-2.7969999999999997,5.819,33.213,8.179,7.629,-4.74,3.6519999999999997,15.686,10.274000000000001,16.439,2.197,-1.109,1.16,-4.191,-0.59,4.781000000000001,5.585,-1.617,10.773,-3.967,0.478,0.966,2.37,-2.218,1.923,4.638999999999999,2.146,2.452,0.22399999999999998,-5.218999999999999,3.51,-3.326,-0.875,10.081,10.356
96,13.050999999999998,17.7,12.604000000000001,8.189,9.237,10.985999999999999,4.395,5.402,1.577,-1.8719999999999999,-6.632000000000001,2.197,-0.59,4.791,-3.225,-14.343,-5.178,-0.376,-5.595,-2.33,-0.977,1.902,-3.805,1.79,-5.656000000000001,2.96,-0.02,0.5489999999999999,-6.694,-3.286,4.842,30.284000000000002,3.2960000000000003,5.676,-5.7170000000000005,1.699,15.198,7.832999999999999,13.509,0.732,-1.597,-0.305,-4.678999999999999,-2.055,3.3160000000000003,4.6080000000000005,-2.594,9.308,-3.967,-0.01,0.478,2.858,-1.729,1.4340000000000002,3.662,1.17,1.963,0.22399999999999998,-5.218999999999999,3.51,-3.326,-0.387,8.128,8.402999999999999
97,12.075,15.747,12.115,6.236000000000001,8.26,9.521,3.906,4.425,1.088,-2.8480000000000003,-7.609,1.709,-0.59,3.815,-2.736,-17.273,-4.69,-0.865,-6.082999999999999,-2.818,-0.977,1.4140000000000001,-4.781000000000001,1.3019999999999998,-6.632000000000001,1.495,-1.485,-0.42700000000000005,-8.158,-4.262,2.889,26.377,1.3430000000000002,3.7230000000000003,-6.694,0.722,14.220999999999998,6.367999999999999,11.556,0.244,-1.597,-1.2819999999999998,-5.167999999999999,-3.031,2.34,3.1430000000000002,-4.059,8.331,-3.967,-0.987,-0.498,1.3940000000000001,-1.729,1.4340000000000002,1.709,-0.295,1.475,-0.753,-6.683,3.0210000000000004,-4.303,-0.875,6.175,6.449
98,11.587,14.282,12.115,5.2589999999999995,7.772,9.521,3.906,4.425,1.088,-3.825,-8.586,2.197,-0.59,2.35,-1.76,-19.714000000000002,-5.178,-0.865,-7.06,-3.7939999999999996,-1.953,0.43700000000000006,-6.246,-0.6509999999999999,-7.609,-0.45799999999999996,-3.438,-2.8689999999999998,-10.111,-6.215,-0.040999999999999995,23.448,2.319,2.747,-7.182,-0.254,12.267999999999999,5.88,11.556,0.244,-1.109,-1.77,-6.144,-2.543,2.34,2.167,-5.524,7.843,-4.944,-1.963,-2.452,-1.048,-1.729,1.4340000000000002,-0.732,-2.736,1.475,-3.194,-8.636000000000001,1.556,-5.28,-1.3630000000000002,4.71,4.496
99,11.587,14.770999999999999,13.58,5.2589999999999995,8.26,10.01,4.395,5.402,1.577,-3.825,-10.05,3.174,0.387,1.3730000000000002,-0.7829999999999999,-21.666999999999998,-5.178,-0.865,-8.036,-4.771,-2.93,-0.539,-8.199,-2.6039999999999996,-9.562000000000001,-2.411,-5.391,-5.31,-12.552999999999999,-8.657,-2.4819999999999998,21.983,4.761,2.258,-7.182,0.722,10.315,5.391,12.044,1.2209999999999999,-0.621,-2.258,-7.609,-1.078,3.3160000000000003,0.7020000000000001,-6.5,8.82,-5.92,-2.452,-4.405,-3.0010000000000003,-1.729,1.923,-3.174,-4.69,2.452,-5.636,-11.078,-0.397,-7.233,-2.34,3.733,3.52
100,11.587,16.235,15.533,6.236000000000001,9.237,11.475,5.859,6.8660000000000005,3.042,-2.36,-10.539000000000001,4.15,1.3630000000000002,0.885,-0.7829999999999999,-22.644000000000002,-5.178,0.11199999999999999,-9.013,-5.2589999999999995,-3.906,-2.004,-9.664,-4.069,-11.027000000000001,-3.8760000000000003,-6.367999999999999,-7.263,-14.505999999999998,-10.122,-3.4589999999999996,21.983,6.226,3.235,-5.7170000000000005,2.675,10.315,5.391,13.509,2.6860000000000004,0.35600000000000004,-1.77,-8.097000000000001,0.387,4.781000000000001,-0.275,-7.477,9.796,-6.409,-1.963,-5.381,-3.977,-1.729,2.411,-4.15,-6.154,3.428,-7.1,-12.543,-1.8619999999999999,-8.209,-3.3160000000000003,3.245,3.031
101,12.075,19.165,17.975,8.677,10.213,12.939,7.812,9.308,4.506,-0.40700000000000003,-10.05,5.615,2.34,1.8619999999999999,-1.76,-22.156,-5.666,1.088,-9.501,-4.283,-4.395,-2.492,-10.152000000000001,-4.5569999999999995,-11.515,-3.8760000000000003,-6.367999999999999,-7.263,-14.994000000000002,-10.122,-2.97,23.936,5.737,6.165,-3.764,5.117,11.292,5.88,14.974,5.127000000000001,0.8440000000000001,-0.7929999999999999,-8.586,2.34,6.246,-0.275,-7.477,11.749,-6.897,-0.987,-5.381,-3.0010000000000003,-2.218,2.8989999999999996,-3.662,-5.666,4.405,-7.5889999999999995,-13.030999999999999,-1.8619999999999999,-8.698,-3.3160000000000003,4.2219999999999995,4.008
102,14.027999999999999,21.118000000000002,18.951,11.607000000000001,11.677999999999999,14.892999999999999,9.277000000000001,11.261,5.971,1.546,-9.074,6.5920000000000005,3.3160000000000003,3.815,-3.225,-20.691,-5.666,2.065,-9.501,-3.306,-4.395,-2.492,-9.664,-4.069,-11.515,-1.923,-5.88,-6.287000000000001,-13.529000000000002,-8.657,-1.0170000000000001,27.354,4.272,10.071,-1.811,7.558,13.245,7.345,16.439,6.104,1.3330000000000002,0.6709999999999999,-7.609,3.805,7.711,1.19,-6.989,13.702,-6.897,-0.498,-4.405,-2.024,-2.218,2.8989999999999996,-2.197,-3.713,5.381,-6.612,-11.565999999999999,-1.8619999999999999,-8.209,-3.805,5.686,5.473
103,15.981,21.605999999999998,18.951,13.56,13.142999999999999,15.869000000000002,10.742,12.238,7.436,2.523,-7.121,6.5920000000000005,4.293,4.303,-3.713,-19.226,-5.666,1.577,-8.525,-2.818,-3.906,-2.004,-9.176,-2.6039999999999996,-11.515,0.031,-4.415,-5.31,-12.552999999999999,-7.192,0.44799999999999995,30.772,4.761,13.0,0.142,8.535,16.174,8.321,16.927,6.104,2.309,1.16,-6.632000000000001,4.293,8.687000000000001,2.167,-6.0120000000000005,14.679,-6.409,-0.987,-2.94,-2.024,-2.218,2.411,-0.732,-2.248,5.87,-5.147,-9.613,-0.885,-7.721,-3.3160000000000003,7.64,7.426
104,17.445999999999998,20.142,18.951,12.583,14.119000000000002,16.357,11.23,11.261,7.9239999999999995,1.546,-5.167999999999999,6.104,4.293,3.815,-2.248,-18.738,-5.178,0.6,-7.547999999999999,-3.7939999999999996,-3.418,-2.004,-8.199,-2.116,-11.027000000000001,0.519,-2.95,-4.333,-12.065,-6.704,1.4240000000000002,32.236999999999995,7.69,13.489,0.631,7.07,18.616,8.809,16.927,5.127000000000001,2.7969999999999997,0.6709999999999999,-5.167999999999999,4.293,9.176,2.167,-5.035,15.167,-5.92,-1.963,-1.963,-3.0010000000000003,-1.729,1.923,0.244,-1.76,5.87,-4.659,-8.148,-0.885,-7.233,-3.3160000000000003,8.616,8.891
105,17.445999999999998,18.677,18.951,9.654,14.119000000000002,15.380999999999998,10.254000000000001,9.308,7.9239999999999995,-0.895,-4.191,4.638999999999999,4.293,1.8619999999999999,1.17,-19.714000000000002,-4.69,-0.865,-6.082999999999999,-5.2589999999999995,-3.418,-2.004,-7.711,-2.6039999999999996,-11.027000000000001,0.519,-2.4619999999999997,-4.333,-12.065,-6.704,1.4240000000000002,31.26,12.085,10.559000000000001,0.142,4.14,19.104,7.832999999999999,15.950999999999999,2.6860000000000004,3.286,-0.7929999999999999,-4.191,2.8280000000000003,9.176,1.19,-3.571,14.190999999999999,-5.432,-2.94,-1.963,-3.977,-1.729,1.4340000000000002,0.244,-2.248,5.381,-4.659,-7.66,-0.885,-6.744,-3.3160000000000003,9.104,8.891
106,16.469,16.724,19.928,5.2589999999999995,13.142999999999999,13.915999999999999,9.277000000000001,6.8660000000000005,6.9479999999999995,-3.3369999999999997,-5.167999999999999,3.662,3.805,-0.092,4.588,-21.179000000000002,-4.2010000000000005,-1.3530000000000002,-5.595,-6.236000000000001,-2.441,-2.004,-7.222,-2.6039999999999996,-11.027000000000001,-0.45799999999999996,-2.4619999999999997,-4.822,-12.552999999999999,-8.169,0.9359999999999999,28.33,14.526,5.676,-1.3219999999999998,0.722,18.616,5.88,14.974,1.2209999999999999,3.286,-2.258,-3.7030000000000003,0.875,8.199,0.214,-3.082,12.725999999999999,-4.944,-3.428,-1.475,-3.977,-1.2409999999999999,0.946,0.244,-2.736,4.893,-4.659,-7.172000000000001,-0.885,-6.744,-3.3160000000000003,9.104,8.891
107,14.027999999999999,15.747,20.905,2.818,11.19,11.963,7.812,4.913,5.971,-5.29,-6.144,2.197,3.3160000000000003,-1.068,6.053,-22.156,-4.2010000000000005,-1.841,-5.595,-5.747000000000001,-2.441,-1.516,-7.222,-2.6039999999999996,-10.539000000000001,-0.946,-1.973,-4.822,-12.552999999999999,-8.169,0.9359999999999999,25.401,13.55,1.77,-3.2760000000000002,-1.2309999999999999,17.639,4.415,13.509,-0.244,2.7969999999999997,-2.747,-3.7030000000000003,-1.078,6.734,-0.763,-2.594,11.261,-4.456,-2.94,-0.987,-2.513,-0.753,0.946,0.244,-2.736,4.405,-4.659,-7.172000000000001,-0.397,-6.256,-2.8280000000000003,9.104,8.891
108,12.562999999999999,14.770999999999999,21.393,3.306,10.213,10.498,6.836,4.913,4.995,-4.801,-7.609,2.197,2.34,-0.58,4.588,-22.644000000000002,-4.2010000000000005,-0.865,-5.595,-4.771,-2.441,-1.0270000000000001,-6.734,-2.116,-10.05,-0.946,-1.485,-4.333,-12.065,-7.68,0.9359999999999999,23.936,9.644,0.7929999999999999,-3.764,-1.2309999999999999,17.151,3.438,12.533,0.244,1.821,-2.747,-3.7030000000000003,-2.055,5.757999999999999,-0.763,-2.594,10.284,-4.456,-2.452,-0.498,-2.024,-1.2409999999999999,1.4340000000000002,0.244,-2.736,3.9160000000000004,-4.171,-7.66,0.092,-6.256,-2.34,9.104,8.891
109,12.075,14.282,20.416,6.724,9.237,10.498,6.836,5.89,4.506,-3.3369999999999997,-7.609,3.174,1.851,0.397,1.6580000000000001,-22.156,-4.69,0.11199999999999999,-5.595,-4.283,-2.441,-0.539,-6.734,-1.139,-10.539000000000001,-0.946,-1.973,-3.845,-11.575999999999999,-7.192,0.9359999999999999,24.913,5.737,2.747,-3.764,0.722,17.151,3.927,12.044,1.709,1.3330000000000002,-1.77,-3.7030000000000003,-2.055,5.757999999999999,-0.763,-3.082,9.796,-4.456,-2.452,-0.498,-2.513,-1.729,2.411,0.244,-2.736,3.9160000000000004,-4.171,-8.148,0.58,-6.256,-2.34,9.104,8.891
